Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
20210610T1400_CBASS_US_MoteOff_Past_4_37_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_37_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18459025.0	0.0	20-150	50.0	2.3400008601640963	135.5067344564515	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_37_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_37_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18459025.0	0.0	20-150	50.0	3.4872251484539833	135.47639590931806	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_39_1140_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_39_1140_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18035413.0	0.0	20-150	49.0	8.855459118308428	92.72837078918015	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_4_39_1140_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_39_1140_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18035413.0	0.0	20-150	49.0	9.62052913762336	92.6419459315958	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_4_39_180_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_39_180_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16603124.0	0.0	20-150	50.0	2.834644426605931	135.5191254368756	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_39_180_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_39_180_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16603124.0	0.0	20-150	50.0	3.6180224456229877	135.4651558947581	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_39_360_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_39_360_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17055562.0	0.0	20-150	45.0	7.115466891461619	148.10117977935877	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_39_360_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_39_360_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17055562.0	0.0	20-150	45.0	8.2961393415007	148.13297726571543	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_39_420_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_39_420_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20975136.0	0.0	20-150	46.0	2.941802738213427	105.52686261485981	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_4_39_420_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_39_420_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20975136.0	0.0	20-150	47.0	3.79517466114971	105.4604608999913	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_4_39_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_39_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37617202.0	0.0	20-150	46.0	0.5881528689247738	44.67023451132809	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_4_39_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_39_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37617202.0	0.0	20-150	46.0	0.8937833221277163	44.626574831376345	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_4_T0_0_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_T0_0_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13286543.0	0.0	20-150	50.0	7.898230037002047	148.28125178987491	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_T0_0_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_T0_0_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13286543.0	0.0	20-150	50.0	9.169680035938853	148.23852329383197	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_only_seq_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_only_seq_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18729364.0	0.0	20-150	51.0	3.5152059054824325	147.27743926595693	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_only_seq_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_only_seq_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18729364.0	0.0	20-150	51.0	4.992980857089724	147.23471843464625	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_30_1140_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_30_1140_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24938396.0	0.0	20-150	49.0	4.136300709590881	140.03031085078607	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_30_1140_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_30_1140_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24938396.0	0.0	20-150	49.0	5.434772166666545	139.9797192650241	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_30_180_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_30_180_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16228912.0	0.0	20-150	48.0	20.13012419834938	147.74149068033643	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_30_180_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_30_180_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16228912.0	0.0	20-150	48.0	21.11070617092028	147.6984304924446	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_30_360_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_30_360_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20316905.0	0.0	20-150	50.0	9.728485072003789	146.72693355607066	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_30_360_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_30_360_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20316905.0	0.0	20-150	50.0	10.557511853294162	146.69477270283048	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_30_420_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_30_420_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14680641.0	0.0	20-150	49.0	16.131410039327587	148.5735440979723	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_30_420_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_30_420_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14680641.0	0.0	20-150	49.0	17.437743654331918	148.57265551279403	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_30_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_30_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11376536.0	0.0	20-150	50.0	6.225538058682622	147.44588001127934	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_30_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_30_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11376536.0	0.0	20-150	49.0	7.684841224945455	147.43706572897057	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_34_1140_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_34_1140_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20183770.0	0.0	20-150	51.0	17.69758955570328	144.90416339464826	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_34_1140_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_34_1140_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20183770.0	0.0	20-150	51.0	19.39972907771466	144.83936365703732	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_34_180_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_34_180_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15955628.0	0.0	20-150	47.0	15.500893073080322	148.17421614492392	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_34_180_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_34_180_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15955628.0	0.0	20-150	47.0	16.901165973677422	148.12777027641908	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_34_360_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_34_360_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17576608.0	0.0	20-150	48.0	13.983727111572202	148.30922155173513	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_34_360_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_34_360_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17576608.0	0.0	20-150	48.0	15.102511538953573	148.3050163603808	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_34_420_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_34_420_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15332515.0	0.0	20-150	52.0	4.041776353705528	148.20452867647612	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_34_420_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_34_420_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15332515.0	0.0	20-150	52.0	5.707158979906193	148.20573819754946	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_34_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_34_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15866740.0	0.0	20-150	48.0	10.913852470525603	147.7969098882316	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_34_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_34_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15866740.0	0.0	20-150	48.0	11.865719115338962	147.7941705731612	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_37_1140_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_37_1140_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14176714.0	0.0	20-150	46.0	19.292105712395085	139.7219457908229	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_37_1140_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_37_1140_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14176714.0	0.0	20-150	46.0	21.334175850926382	139.6357855565119	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_37_360_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_37_360_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19711225.0	0.0	20-150	47.0	5.327308056662857	148.07287385740867	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_37_360_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_37_360_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19711225.0	0.0	20-150	47.0	6.506257777541939	148.09301294059603	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_37_420_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_37_420_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18023695.0	0.0	20-150	49.0	6.318736202086581	144.02680748869753	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_37_420_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_37_420_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18023695.0	0.0	20-150	49.0	8.008095660457554	144.04294851860288	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_37_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_37_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17640128.0	0.0	20-150	48.0	11.713233983428108	147.2343554423188	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_37_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_37_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17640128.0	0.0	20-150	48.0	12.900901146766428	147.247844913597	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_39_1140_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_39_1140_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17648141.0	0.0	20-150	55.0	8.717019254143112	146.10344596634852	pass	pass	warn	pass	fail	fail	pass	warn	fail	pass	pass
20210610T1400_CBASS_US_MoteOff_Past_5_39_1140_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_39_1140_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17648141.0	0.0	20-150	55.0	10.220568143708837	146.04123023495788	pass	pass	warn	pass	fail	fail	pass	warn	fail	pass	pass
20210610T1400_CBASS_US_MoteOff_Past_5_39_180_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_39_180_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19113210.0	0.0	20-150	46.0	4.865413725210012	132.16449398086453	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_5_39_180_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_39_180_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19113210.0	0.0	20-150	46.0	5.122463149862442	132.02276723794694	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_5_39_360_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_39_360_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19851032.0	0.0	20-150	46.0	3.0101718810286546	132.68121294651078	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_39_360_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_39_360_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19851032.0	0.0	20-150	46.0	3.8912438435056944	132.63820324303543	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_39_420_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_39_420_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17637258.0	0.0	20-150	44.0	16.09091422386536	147.46859812335907	pass	pass	warn	pass	fail	warn	pass	warn	fail	pass	pass
20210610T1400_CBASS_US_MoteOff_Past_5_39_420_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_39_420_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17637258.0	0.0	20-150	44.0	17.232520038606292	147.5040850454192	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
20210610T1400_CBASS_US_MoteOff_Past_5_39_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_39_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27370317.0	0.0	20-150	44.0	7.364518048723416	134.62283078416667	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_39_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_39_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27370317.0	0.0	20-150	44.0	8.243302196599084	134.57765268118743	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_T0_0_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_T0_0_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46229407.0	0.0	20-150	48.0	14.379498745741623	148.47055252082293	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_T0_0_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_T0_0_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46229407.0	0.0	20-150	48.0	14.745575386795768	148.38597497043386	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_only_seq_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_5_only_seq_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20214155.0	0.0	20-150	50.0	4.060106448389349	147.72983748269468	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_5_only_seq_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_5_only_seq_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20214155.0	0.0	20-150	50.0	5.410263894829556	147.68732737035015	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
